,text,expected_label,actual_label,result
84,In TV they said celebrities are treated better.,appeal to (false) authority,answer: hasty generalization,False
85,A good friend of mine explains day by dy why we absolutely should operate with military operations against the IS and he is absolutely right!,appeal to (false) authority,"answer: ad populum.

the statement attempts to gain agreement by appealing to the authority of the friend rather than presenting logical arguments.",False
86,My husband says the musicians earn enough. Why pay them extra?,appeal to (false) authority,answer: appeal to economic self-interest.,False
87,"My friend said that it is important for victims of disfiguration. Therefore, it is an important field of medicine.",appeal to (false) authority,"answer: appeal to pity.

the argument suggests that the importance of disfiguration victims justifies the importance of the field of medicine, without providing any other relevant considerations or evidence.",False
88,My brother said that he hasn't heard of this language before. It is obviously bad.,appeal to (false) authority,"answer: appeal to ignorance.

the speaker concludes that the language is bad simply because they haven't heard of it before.",False
89,Did you read the Book from Jordan Belfort or watch his movie wolf of wallstreet? Money is everything. Economical growth means more money.,appeal to (false) authority,"answer: appeal to positive emotion.

the statement suggests that money is the ultimate goal and that economic growth is solely defined by increased wealth.",False
90,My christian friend is says that every christian is against any kind of violence. I trust his words.,appeal to (false) authority,"answer: hasty generalization.

the premise suggests that all christians oppose violence, but this generalization ignores the fact that individuals within any religious group may hold diverse views on violence.",False
91,"But many guys from my programming-course say, that only C is the real programming-language and that Apples Swift is for hipsters only.",appeal to (false) authority,answer: false analogy,False
92,"I am working for UPS and my boss said, that this strike is not justified.",appeal to (false) authority,answer: ad hominem,False
93,Christiano Ronaldo deserves the the title as world's greatest soccer player because all the experts say so.,appeal to (false) authority,"answer: ad populum.

the statement relies on the authority of experts to establish the claim that cristiano ronaldo is the greatest soccer player, rather than providing objective evidence or reasoning.",False
94,Nuclear power was the reason of death of millions of people. It should vanish from this planet,appeal to fear,"answer: appeal to fear.

the statement suggests that nuclear power is solely responsible for deaths and should be eliminated.",True
95,"Yes, all the polar-bears are dying, and we are next.",appeal to fear,"answer: appeal to fear.

the statement uses exaggerated and alarming language to create a sense of fear and urgency about the fate of polar bears, implying that humans are also at risk.",True
96,"Yes, you certainly don't want your children to die from this virus.",appeal to fear,"answer: appeal to fear.

the argument assumes that people will avoid something because of a perceived risk of death, without providing any evidence or context about the actual risk.",True
97,"When we go to war, we kill children with drones and kill innocent civilians.",appeal to fear,"answer: appeal to fear.

the statement attempts to evoke a strong emotional response (fear) by associating military action with the killing of children and civilians.",True
98,"If people smoke at home they hurt their family-members, the one they love, through passive-smoke. It was such a shame if this was not illegal.",appeal to fear,"answer: appeal to pity.

the argument suggests that the only reason smoking at home is harmful is because it would be a shame if it were illegal.",False
99,"Yes, and that is why we do also have to censor the web. Think about all the brutality, which poisons our minds, all this porn that poisons the thoughts and relationships of our children.",appeal to fear,"answer: appeal to fear.

the statement attempts to evoke a sense of fear about the negative consequences of unrestricted access to the internet, specifically citing violence and pornography as harmful.",True
100,"For little children it is already enough if one cheats. they might get drug addicts as well. You have the choice, save children or drug addicts.",appeal to fear,"answer: appeal to fear.

the argument suggests that allowing little children to cheat will inevitably lead them to become drug addicts, therefore one must choose to save children rather than drug addicts.",True
101,Do you want to have a Hitler again? No? Then this Topic is not arguable.,appeal to fear,"answer: ad populum.

the statement attempts to shut down discussion by associating the topic with a controversial figure (hitler) and implying that anyone who disagrees with the speaker is advocating for a return of tyranny.",False
102,"Test them, otherwise our children might get drug addicts as well.",appeal to fear,"answer: appeal to fear.

the statement suggests that if we do not take action to prevent children from being exposed to certain things, they will all become drug addicts. this is an exaggerated and unfounded claim that relies on fear-mongering rather than evidence-based reasoning.",True
103,We must keep Europe safe - these people are mostly muslim terrorist and they're going to overtake our country if we let them in!,appeal to fear,"answer: appeal to fear.

the statement unfairly and indiscriminately associates all muslims with terrorism, creating a sense of fear and insecurity towards them.",True
104,"Me and my family have been living a peaceful life, so far. Everything is fine. I dont want sick black people to come and ruin my idyll.",appeal to fear,"answer: appeal to fear.

the statement suggests that the presence of sick black people will negatively impact the speaker's peaceful life.",True
105,Imagine you have a little child that dies because a drunken driver causes an accident. Now tell me you dont want to have that forbidden.,appeal to fear,"answer: appeal to pity.

the argument attempts to evoke emotional sympathy for the loss of a child to manipulate the listener's decision.",False
106,"Co-ed schools... think about what this means. Young boys and girls together in a room, partly without supervision of a teacher. I would not want my daughter to get pregnant while school.",appeal to fear,"answer: appeal to fear.

the argument suggests that co-ed schools are dangerous for young people because they increase the risk of pregnancy.",True
107,If your mom or sister or friend and she was gang raped by a group of illegals wouldn't you want her to have the chance to have the baby taken care of?,appeal to fear,"answer: appeal to pity.

the argument assumes that the listener will feel sympathy for the mother or sister and therefore agree with the conclusion.",False
108,If you don't believe in Jesus Christ you'll suffer eternal damnation and torment in the afterlife.,appeal to fear,"answer: appeal to fear.

the statement implies that if you do not believe in jesus christ, you will experience negative consequences in the afterlife.",True
109,Look I know it seems pricey but think about the safety of your family. Without this home security system you leave your loved ones vulnerable to break-ins and potential harm.,appeal to fear,answer: appeal to fear,True
110,No. Do you really want our children to waste away in prison because they tried smoking weed at a party once? Just imagine your childs life being ruined by such a small mistake.,appeal to fear,"answer: appeal to fear.

the argument suggests that trying weed at a party will inevitably lead to a ruined life for a child, appealing to the listener's fear of such consequences.",True
111,"But if Turkey joins the EU, poor Turks might invade our country and take away our jobs. DONT MAKE THAT HAPPEN!",appeal to fear,"answer: slippery slope.

the argument suggests that if turkey joins the eu, it will inevitably lead to turkish invasion and job loss in the country.",False
112,Marijuana ruins lives and should not be legal- it can leave children without their parents.,appeal to fear,"answer: appeal to fear.

the statement exaggerates the negative consequences of marijuana legalization, using fear-mongering to influence the decision-making process.",True
113,"We should go to war; remember the horrified people leaping from the World Trade Center? If we don't fight, that will happen again.",appeal to fear,answer: appeal to fear,True
114,They will bring the disease to our country and many people will die because of that.,appeal to fear,answer: appeal to fear,True
115,You might think you're healthy now but what if illness strikes? Taking this miracle drug could save your life.,appeal to fear,"answer: appeal to fear.

the statement attempts to create a sense of fear about potential illness by implying that the drug is essential for preventing it.",True
116,Consider the consequences of your vote. If you don't support this candidate you're risking the stability and future of our country.,appeal to fear,"answer: appeal to fear.

the statement implies that if one does not support a particular candidate, their country's stability and future are in jeopardy.",True
117,It's tempting to skip out on insurance but think about the worst-case scenario. Without coverage you could face devastating financial consequences in times of need.,appeal to fear,"answer: appeal to fear.

the argument suggests that skipping insurance will lead to catastrophic financial consequences, implying that insurance is essential to avoid potential financial hardship.",True
118,I know it's easy to dismiss alternative news sources but think about the information you might be missing. Without subscribing you're leaving yourself vulnerable to biased reporting.,appeal to fear,"answer: appeal to fear.

the statement suggests that subscribing to a particular news source is necessary to access accurate and unbiased information, implying that otherwise, the listener will be exposed to biased reporting.",True
119,I understand your concerns but national security should be our top priority. Without this policy we're leaving ourselves vulnerable to potential threats.,appeal to fear,"answer: appeal to fear.

the statement suggests that a certain policy is necessary to protect national security, implying that neglecting it would leave the country vulnerable to threats.",True
120,Sticking to a diet isn't easy. But think about the long-term health risks you're avoiding. Without it you're opening yourself up to serious diseases.,appeal to fear,"answer: appeal to fear.

the statement implies that sticking to a diet is necessary to avoid serious diseases, implying a dire consequence if one does not adhere to the diet.",True
121,Investing in this stock might seem risky but the alternative is financial disaster. Without it you could lose everything.,appeal to fear,"answer: appeal to fear.

the statement suggests that investing in the stock is the only way to avoid financial ruin, implying a dire consequence if the investment is not made.",True
122,If you don't buy this miracle anti-aging cream you'll look old and unattractive.,appeal to fear,"answer: appeal to fear.

the statement implies that if you don't buy the cream, you will become old and unattractive, implying a negative impact on your appearance.",True
123,If you don't enroll your child in this elite private school they'll fall behind academically and struggle to succeed in life.,appeal to fear,"answer: appeal to fear.

the statement implies that enrolling in a private school is essential for academic success, implying dire consequences if not enrolled.",True
124,We should be working towards helping out planet and using natural resources.,appeal to nature,answer: appeal to tradition,False
125,Yes humans destroy natural places for their own sake,appeal to nature,answer: hasty generalization,False
126,"Herbal medicine is natural, so it's good for you.",appeal to nature,"answer: appeal to nature.

the premise that something is natural implies that it is automatically good for you.",True
127,"Antibiotics are unnatural, so they’re bad for you.",appeal to nature,"answer: appeal to nature.

the premise suggests that something is unnatural is automatically bad.",True
128,"Herbal medicine is more natural than antibiotics, so it’s better for you.",appeal to nature,answer: appeal to nature,True
129,How could something so natural as the sun cause skin cancer?,appeal to nature,"answer: false causality.

the premise suggests a casual connection between the natural occurrence of the sun and the development of skin cancer, without sufficient scientific evidence to support this claim.",False
130,Genome editing must be stopped; it intervenes with the work of nature.,appeal to nature,"answer: appeal to nature.

the statement suggests that genome editing is unnatural and therefore should be stopped.",True
131,"Mushrooms are healthy and safe to pick; after all, they are grown exactly as nature intended.",appeal to nature,"answer: appeal to nature.

the statement suggests that mushrooms are healthy and safe because they are grown in a natural environment.",True
132,"Animals have gone extinct all the time for millions of years; it is simply how evolution and nature works. Therefore, we shouldn’t make any effort to preserve endangered animal species.",appeal to nature,"answer: appeal to nature.

the argument confuses the uniqueness of the current extinction crisis with the natural extinction of species throughout history.",True
133,"ou must refuse to take any man-made medicines, they’ll harm you more than anything else. Instead, you should take natural ones, such as herbal medicine.",appeal to nature,"answer: appeal to authority.

the statement suggests that natural medicines are better than man-made medicines without providing any evidence or logical reasoning to support this claim.",False
134,"Cocaine is all natural; therefore, it is good for you.",appeal to nature,"answer: causal oversimplification.

the statement ignores the harmful effects of cocaine despite its natural origin.",False
135,It's okay to lie - it's only natural.,appeal to nature,"answer: appeal to tradition.

the statement attempts to justify lying by appealing to the supposed naturalness of such behavior.",False
136,"Herbal supplements are derived from plants, so they’re safer than prescription drugs.",appeal to nature,"answer: causal oversimplification.

the statement suggests that because herbal supplements are derived from plants, they are automatically safer than prescription drugs. this overlooks the fact that safety is influenced by various factors, not just the source of the substance.",False
137,"As your elected representative, I must emphasize the dangers of vaccination. They contain synthetic substances.",appeal to nature,"answer: appeal to fear.

the statement attempts to scare the audience by claiming that vaccinations contain synthetic substances.",False
138,"The problem with today’s children is social media. Children should play outside instead of looking at a screen. It’s the way humans have always experienced childhood, surrounded by nature.",appeal to nature,answer: appeal to tradition,False
139,"According to the Theory of Evolution, the best creatures will survive. Therefore, we shouldn't make special efforts to feed the poor. If they don't survive, that just means they weren't as fit as we are.",appeal to nature,"answer: false causality.

the argument assumes that the survival of the fittest is a sufficient justification for neglecting the needs of the poor. however, this overlooks other factors that contribute to poverty and social inequality.",False
140,"There have always been wars. Hence, there is no reason for you to object that our bombing of Syria would be morally wrong.",appeal to nature,answer: causal oversimplification,False
141,Eating raw fruits and vegetables is always better than cooked food because it's how humans originally ate.,appeal to nature,answer: appeal to tradition,False
142,Using essential oils instead of manufactured perfumes is healthier because they come directly from plants.,appeal to nature,answer: appeal to nature,True
143,It's better to drink untreated spring water than filtered or bottled water because it’s closer to its original state.,appeal to nature,answer: appeal to nature,True
144,"Our ancestors didn’t use sunscreen, so we shouldn’t either; it’s better to be exposed to sunlight without any protection.",appeal to nature,answer: appeal to tradition,False
145,Barefoot running is superior to wearing modern running shoes because it’s how humans have run for thousands of years.,appeal to nature,answer: appeal to tradition,False
146,It's best to avoid processed foods altogether because they don’t resemble what early humans ate.,appeal to nature,"answer: causal oversimplification.

the statement suggests that avoiding processed foods is necessary to replicate the eating habits of early humans. however, it ignores other factors that may have influenced human eating patterns over time.",False
147,Meditation in the forest is more effective than practicing in a city apartment because it aligns more with how humans are meant to relax.,appeal to nature,answer: appeal to tradition,False
148,Fermented foods are inherently better for your health since they have been consumed for centuries.,appeal to nature,answer: appeal to tradition,False
149,Eating meat from wild animals is healthier than eating farm-raised meat because it’s closer to what was originally available.,appeal to nature,"answer: false analogy.

the premise suggests that eating meat from wild animals is healthier simply because it is closer to the natural diet. however, this ignores other factors such as hygiene, nutrition, and the potential for disease transmission.",False
150,Breastfeeding is always superior to formula feeding because it’s how babies have been fed throughout human history.,appeal to nature,answer: appeal to tradition,False
151,You cannot send them back. They will be so sad.,appeal to pity,"answer: ad hominem.

explanation: the argument attacks the character or personality of the person making the argument rather than addressing the actual content or merits of the argument itself.",False
152,"I respected my parents instead of watching tv, i talked to them. My children dont talk to me, that is so sad.",appeal to pity,"answer: appeal to pity.

the speaker suggests that the lack of communication between them and their children is due to the speaker's own respectful behavior towards their parents, implying that their children would behave the same way if the speaker had treated them with disrespect.",True
153,"Yes, because only veganism prevents cruel slaughter or exploitation of innocent animals.",appeal to pity,"answer: false causality.

the premise suggests that veganism is the only way to prevent cruel slaughter or exploitation of animals, ignoring other potential factors or practices that may contribute to such issues.",False
154,What if somebodys mother dies and the student is in class. Why can he not answer his phone? How can you be so heartless?,appeal to pity,"answer: appeal to pity.

the argument assumes that the student is unable to answer his phone due to emotional distress caused by his mother's death.",True
155,These sweet gorillas would die in the wild. Predators are vile in their natural habitat and zoos only protect these sweet animals.,appeal to pity,"answer: appeal to nature.

the argument assumes that animals in their natural habitat are always in conflict with predators, and that zoos are the only place where these animals can be protected.",False
156,Women are the mothers of our babies. Why would any man hurt his beloved one? That does not happen.,appeal to pity,"answer: ad hominem.

the argument attacks the character of men rather than addressing the actual issue of whether men are capable of hurting their babies.",False
157,"No - some of the people using drugs can't help themselves. Do you really want to lock them up? They need help, not punishment.",appeal to pity,"answer: appeal to pity.

the argument suggests that drug users cannot control their behavior and therefore should not be punished.",True
158,All these children who cry because they get bad marks. Stop this!,appeal to pity,answer: appeal to pity,True
159,"Just think of the poor nurse, or firefighter cming home after a long night/weekend shift. And now they go hungry, just because nobody worked at the grocery store.",appeal to pity,answer: appeal to pity,True
160,Yes because the poor athletes who play in a fair way.,appeal to pity,"answer: appeal to pity.

the argument suggests that athletes should be pitied because they play fairly, implying that fair play is somehow disadvantageous for them.",True
161,Sick people suffer so much from pain and other symptoms that they deserve to forget through the use of marijuana.,appeal to pity,"answer: appeal to pity.

the argument suggests that sick people should forget their pain through the use of marijuana because they suffer so much.",True
